움... 나는 그 길고양이가 새끼를 낳았는데 사람손을 타버렸는지 애만 안 데려갔더라고... ㅜㅜ,1
그래서 며칠 지켜봤는데도 어미 냥이가 안 나타나서 그냥 내가 키우기로 하고 데려왔어!,1
어린 고양이였으면 괜찮았겠다,2
진짜 귀여웠겠다~,2
착해 착해 잘했어 굿굿,2
맞아 ㅜㅜ 근데 지금 너무 커서 뚱뚱해졌어,1
완전 뚱땡이야 이거 키키,1
언니도 어렸을 때부터 데려와서 키웠던 거지?,1
나? 아 난 내가 어릴 때만 키워봐서 아빠가 어디서 데려왔는지 모르겠어~,2
아~ 개 키우는 거 하니까 생각난다,1
우리도 시골 살았을 때 아빠가 멧돼지 잡고 하느라 개 키웠는데 기 개 사료가 맛있어 보이잖아 소리도 그렇고... 그래서 먹어본 적 있다 나 키키,1
먹는 사람 본 적은 있어 나도 키키,2
맛 없다던데?,2
먹어본 사람이지?,1
그걸 주식으로 먹는 건 아니지?,1
먹는 사람이라 그러니까 살짝 걱정되네. 키키,1
맛이  있고 없고를 떠나서 겁나 비려.,1
최악이야,1
으~ 비리기까지 하면 너무 하잖아 ㅠㅠ,2
동물들은 맛있으니까 먹는 거겠지?,2
그렇지 않을까?,1
나 고양이 사료도 엄청 냄새 비려,1
으메 그게 맛있다고 먹는데 너무 웃기고 귀여움,1
반려용품이라고 더 비싸게 파는 그런 것만 없었으면 좋겠어 ㅜㅜ,1
고양이는 진짜 우유 좋아해?,2
아니 그거 먹음 죽어.,1
왜? 만화나 tv에서는 많이 먹던데?,2
근데 개 키우면서 요즘 같이 런닝 하는 사람 많더라,1
언니도 런닝 좋아함?,1
가끔 좋아함. 단호히 키키,2
근데 뛰면 기분 좋아질 때 있어,2
헐 난 힘들기만 하던데 키키,1
근데 요즘 올림픽 해서 그런가 양궁 배워보고 싶지 않아?,1
양궁도 좋은데 나는 그 국궁 배워보고 싶어,2
헐 맞네 맞아,1
국궁은 나 그 킹덤 보면서 배워보고 싶었는데 키키,1
근데 나 수영 배워본 적 있다!,1
오 수영 잘해?,2
나 물에 빠지면 구해주는 거야? 키키,2
아니 잘 하진 않지~,1
나 파주 살 때 맨날 언니랑 같이 가서  배우고 그랬어,1
어려서 그랬나 재밌긴 했어 키키,1
나 물 좋아!,1
나도 물 진짜 좋아해~,2
근데 수영은 못 하네,2
배워보고 싶다,2
아! 아까 남친 볼 때 어떤 거 보냐고 물었었는데 조건 하나 있다!,2
헐 뭔데 뭔데,1
설마 운동하는 사람 좋아해?,1
어 맞아,2
운동 잘하는 사람 그리고 좋아하는 사람 그래서 나랑 같이 운동도 가고 특히! 수영 가르쳐 줄 사람~,2
오오오오~ 수영에  진심인데? 키키,1
근데 수영하면 체력 소모 너무 심해,1
그냥 운동 싫어.,1
물에서 노는 것만 좋아하는 듯... 키키,1
나 접영 해보고 싶어,2
아 접영 대박,1
나 그거 못한다고 혼났는데 키키,1
접영까지 배웠으면 진짜 거의 끝까지 배운 거 아냐? 대단대단,2
일단 끝까지는 다 배웠지~,1
근데 나는 그 수영 끝나고 딱 씻고 셔틀버스 기다리면서 마시던 핫초코가 너무 좋았어 키키,1
그래서 계속 다닌 듯...,1
운동 후 핫초코 난 딸기 우유!,2
근데 컴터 게임 중에 그 총으로 하는 게임 있잖아,1
언니 해봤어? 서든어택인?,1
컴퓨터 게임은 잘 안 해서 모르겠고 그 오락실 가면 있는 거 그건 진짜 많이 있지,2
그치 나도 오락실 가면 있는 총 쏘는 게임은 많이 하는데 그 컴터로 하는 거는 하다가 멀미 날뻔함 키키,1
너무 어지럽던데...?,1
아 그러고 보니까 오빠 하는 거 본 적 있다,2
그거 화면이 크면 클수록 그 화면이 확확 바뀌어 가지고 눈을 아프더라,2
그니까 너무 어려워,1
나 친구 따라서 피씨방에서 했는데 화면 너무 커가지고 키케,1
근데 피씨방에서 메플해봤어?,1
메플이 뭐야?,2
메이플 스토리 키키,1
광고만 봤네 키키,2
그거 재밌어?,2
아니 나는 유일하게 좀 오래 했던 게임이 그거인 거 같아 키키,1
재밌긴 한데 갈수록 돈 써야 돼서  힘들어 ㅜㅜ,1
돈? 아이템 이런 거 사느라고?,2
엉 키키 내가 또 한번 시작하면  끝장을 봐야 해 아니면 아예 하질 말던가...,1
그리고 그게 돈 있다고 살 수 있는 게 아니라 복불복이니까 완전 짜증나 ㅜㅜ,1
복불복?,2
돈을 줘도 못 산다는 말이야?,2
특이하네,2
엉엉 돈 주고 그 뽑기권을 사야 해,1
그러고 이제 그걸로 뽑는 건데 좋은 아이템이 잘 안 나와!,1
그럼 또 그 뽑기권을 사서 또 뽑아야 해...,1
뭐야 거의 도박 수준이네~,2
하고 싶은 사람은 거의 될 때까지 하겠다,2
그니까 키키 그래서 막 유튜브 이런 거 찾아봤어든?,1
몇 백씩 쓰더라...,1
근데 이상하게 핸폰 게임에서는 안 쓰고 싶은 데 컴터 게임은 꼭 쓰고 싶더라...,1
아 그래? 되게 재밌나보다~,2
언니는 국내 여행 어디 어디 가봤어?,1
난 특이하게 고속도로 휴게소 투어 해봤다 경부선 쪽 라인,2
헐 키키 대박 무슨 일이야 완전 특이하다 헐 뭐?,1
어떻게 하는 건데?,1
친오빠가 울산 살거든 근데 KTX타고 그냥 내려가면 재미없으니까,2
차 타고 어떨 때는 고속도로 타고 어떨 때는 국도 타면서 휴게소 안 가본 데 없이 다 들러보기 했었어,2
엄마가 그런 거 좋아하셔서 그래도 못 가본 데도 있지만 휴게소 진짜 진짜 많아 우리나라,2
우와 완전 신기하다,1
오 완전 색달라 원래 무조건 최단 거리로 가잖아 대박이다,1
나는 순천 가보고 싶더라 그럼 언니한테 휴게소 맛집 알아내야 겠다 ㅋ,1
순천은 나도 못 가봤어 전라도지 순천이?,2
우리 엄마 번호 줄까?,2
난 따라만 다녀서 기억을 못하겠네~,2
키키 저번에  무슨  휴게소에서 통감자 먹고 싶다고 한번 돌아갔더니 아빠가 엄청 뭐라 했거든 키키 엉엉엉,1
거기 순천만이 그렇게 예쁘다대?,1
오~ 찾아보니까 정원 박람회도 있다~,2
나 나무 진짜 진짜 좋아하는데 가면 재밌겠다.,2
오 맞네 언니 등산도 좋아했지~,1
나도 식물원 가는 거 좋아하긴 하는데 벌레... ㅜㅜ,1
나 제주도 여행했을 때도 그 꽃 사이에서 사진 찍는데 벌 너무 많아서 한 장 찍었나?,1
벌 무섭지~,2
화장품 냄새 때문에 많이 쫓아온다고 하더라,2
아 그게 그래서 그런 거야?  대박이네,1
제주도 또 가고 싶다 친구가 제주도에 살거든,1
코로나 때문에 영 못 보네,1
지금 딱 가면 더워도 날씨 좋아서 이쁠텐데,1
맞아 제주도만 가도 여행 가는 느낌 확 들어서 좋더라,2
사람들 요즘에 많이 취소해서 제주도 한가해졌다는데 진짜인가?,2
그렇다고 하긴 하더라 친구 말로는 괜찮아졌대,1
바다는 봐도 봐도 기분 좋아,1
맞아 제주도는 가 봤는데 우도는 못 가봤네,2
헐 우도가 대박인데!,1
우도를 갔어야지 바보야!,1
그때는 다시 오지 그랬었는데 역시 여행은 갔을 때 다 해봐야 돼,2
요즘 너무 더운데 태풍 한번 안 오나?,1
헉 너무 무섭다,2
근데 서울이 비가 별로 안 오긴 했어,2
아래쪽은 많이 오지 않았나?,2
맞아 아래쪽은 많이 왔다더라,1
제주도도 그렇고 나 부산 갔을 때도 많이  왔으니까 이 열돔현상? 그거가 깨져야 하는데,1
기후 변화 때문에 큰일이야~,2
세계 곳곳이 재난이구,2
맞아 그 캐나다 봤어?,1
50도 라던데?,1
헉 50도 섭씨로 50도라고?,2
어 그래서 막 자동차 녹고 쓰레기통 녹고 난리 났던데?,1
대박이야 대프리카보다 심해,1
맞아 대구도 나갈 수가 없대 점심때쯤에~,2
아 진심 너무 더워 폭염사 직전임,1
근데 반면에 방글라데시나 러시아 이런 나라는 물난리로 난리 더라구 날씨가 너무 무서워,2
아 진짜?,1
거기 물난리 났대?,1
비가 많이 와서?,1
응 사진 보내줄까?,2
거기는 물이 쓸고 간 쓰레기들 엄청 문제래,2
완전 대박이네,1
극과 극이야,1
우리는 비와도 완전 잠깐 소나기로  오잖아 ㅜㅜ,1
서울은 너무 비가 안 와서 답답한 거 같아,2
에어컨 만든 사람 상주자 또 줘 매년 줘야 함,1
맞아 맞아 진짜 지금은 에어컨 없으면 안 됨 이런 면에서 기후 문제가 사회로 연결돼,2
독거노인분들이나 저소득층이 너무 마음 아파,2
그러게 저번에도 보니까 에어컨 값 못 내서 폭염사로 사망한 노부부 떴던데,1
해피콩이나 이런 거 보면은 마을 지원 사업 같은 거 하더라구,2
에어컨 놔주는 거 그런데 이거는 전기세서 문제인 거 같아,2
헐 그런 사업도 있어?,1
와 대박이다,1
근데 전기세는 그 뭐더라 누진세?,1
그걸로 별로 안 나오는 거 아니야?,1
근데 에어컨 없던 집에 에어컨을 놔주면 그만큼 전기세가 많이 나오니까 누진세랑 관련 없이 돈이 문제인거지,2
그 사람들 입장에서는 에어컨이 선풍기의 몇 배는 전기가 더 드니까 그만큼 나올 거고,2
아~ 그런 느낌으로~ 근데 그래도 선풍기로 나기 힘들어졌어,1
우리도 재작년까지는 선풍기로만 버텼거든,1
근데 진짜 갑자기 확 더워졌어,1
맞아 지금은 에어컨 없으면 더위 먹어서 죽을 거 같음. ㅜㅜ,2
근데 또 기후변화가 가속화되는 거니까 북금곰 생각하면 또 따흐흑...,1
북극곰 후원하지만 에어컨은 포기 못하는 나 너무 비열해... 키키,1
지금 북극곰 후원에 동참하고 있어?,2
웅! 요즘 너무 심각해진 것도 있긴 한데 우리집이 원래 그런 다큐를 좋아함,1
그래서 맨날 환경 다큐 보다 보니까 키키 동물 키우니까 또 그런 게 생기더라 참나 하하,1
대단하다~,2
나도 북극곰 이야기 들었는데 너무 속상하더라,2
수영하다가 발 디딜 곳이 없어서 죽는다는 말 들었을 때는 정말 눈물 났어,2
그니까 ㅜㅜ 요즘 환경문제가 너무 심하긴 해,1
근데 오늘도 플라스틱 쓰는 나란 사람 너무 모순적이야... 키키,1
코로나 때문에 플라스틱을 안 쓸 수가 없어,2
너무 불안해서 나도 조금 이중적이다,2
맞아 카페 가니까 개인컵 사용 안 된다 그러던데 코로나로 근데 플라스틱도 플라스틱인데 그 해산물 먹는 게 더 환경 문제에 심각할 수도 있다는 의견도 있데!,1
해산물을 먹는 게 왜?,2
해양 생태계가 무너지니까 그렇다더라,1
왜 고래도 그래서 포획 금지잖아,1
계속 그런 식으로 대량으로 잡고 그러면 질서가 사라지니까 바다를 정화 시켜주는 게 다 해양 생물이잖아 ㅜㅜ,1
아 그렇네?,2
참 모르는 부분이 많아,2
그런데 그게 사회 문제를 만드는 게 무섭다,2
그니까 그래서 그런지 터키에서 이번에 엄청 큰 산불 난 거 봤어?,1
응 근데 그거 원인이 뭐래?,2
그건 나도 몰라 키키,1
나도 올림픽 여자 배구 이번에 4강 진출했는데 상대국 터키래서 언관 검색어로 뜨길래 본 거거덩 크크크,1
아~ 내가 지금 찾아보니까 원인이 안 나왔나 봐,2
의견이 분분하네 정치적으로 악용하려는 것도 보이고,2
헐 대박 나는 저번 호주 산불처럼 기후변화 그런 거 때문에 건조해져서 나는 그런 건줄 알았는데 정치적 악용은 좀 심하다,1
그러니까 ㅠㅠ 그나저나 이번에 배구 터키 이겼던데~ 극적으로,2
그니까 나 울 뻔했잖아,1
아침 9시 경기였대 끝나자마자 봤다 버스에서 키키,1
언니도 봄?,1
나도 얘기만 들었어,2
2대 2로 끝나서 5세트에서 이겼다며~,2
봤어야 했는데,2
그니까 근데 힘들겠더라,1
계속 5세트 연장 가더라,1
지금까지 이제 두 계단 남았어!,1
세계 4위랬는데 대박이야 우우,1
진짜 대박! 김연경이 은퇴 전에 큰일 했다,2
그니까 근데 이번에 미국 체조 선수 사건은  봤어?,1
못 봤어 뭔데 뭔데~,2
아니 그 여성 체조선수들 감독한테 성폭력 당했대 우우,2
헐... 진짜 왜 그러냐,2
사람들 나쁜 사람들이 너무 많아,2
그니까 근데 그거 폭로했다고 그 지금 나온 시몬 바일스 빼고 전부 퇴출 당했대...,1
진짜 우리나라도 그렇고 체육계 쪽은 비리도 많고 은폐도 많고 정말...,2
근데 나 그거 하고 싶어,1
히피펌!,1
악~ 나 한 사람 봤는데 너무 예쁘더라,2
그치 키키 나 하고 싶은 데 지금 단발이라 하면  정재형 될 거 같아서 못하겠어...,1
키키 정재형이래,2
궁금하다,2
어떤 모습일지 난 평생 못할 거 같아,2
키키 아 왜 언니는 파마 안 해?,1
아 난 지금 단발머리에 완전 빠졌어,2
감기 편하고 말리기 편하고 관리하기 너무 너무 편해서,2
아 진짜? 그래서 자른거구나?,1
나는 긴머리파인데 여름만 되면 단발하고 싶어 키키,1
아 그리고 단발이 그나마 잘 어울리는 것도 있어,2
근데 나 그거 하고 싶어,1
근데 나 그거 하고 싶어,1
아 미친 헤그리드 키키 아니 근데 머리숱 많으면 좋긴 하겠다,1
나는 머리숱 없어... 눈물 폭팔,1
볼 때는 괜찮은데~ 여자는 머리 엄청 중요해,2
맞아 맞아,1
그래서 나 그 헤어 라인 정리도 하고 싶더라,1
머리 묶을 때 너무 비어 보여 키키,1
아 그거 뭐지,2
그 헤어 라인 메우는 그 붓으로 바르는 그...,2
아 뭔지 알 거 같아,1
근데 나도  이름은 몰라 키키,1
근데 그거 설마 흑채 말하는 건 아니지? 키키,1
헤어라인 쉐도우 헤어라인 쿠션 이렇게 부르나봐,2
나 이거 나온 초기에 샀었거든?,2
유명 미용실에서~ 근데 별로였어,2
지금은 괜찮을라나?,2
아 진짜? 완전 그런 건가?,1
눈썹 타투 해주는 그 그리는 눈썹 타투!,1
난 눈썹 아예 문신했는데 ㅋ,1
오 몰랐어,2
완전 자연스럽다~,2
나도 하고 싶어,2
진짜 편하지?,2
요즘 건강을 위해 챙겨 먹는 비타민 같은 거 있어?,1
나 비타민은 음식으로 섭취하려고 건강식품으로 먹어,2
헐 건강식품?,1
비타민 채우는 거면 야채 말하는 건가?,1
지금은 타트체리 먹고 있어,2
타트체리? 그게 뭐야?,1
와 진짜 생전 처음 들어봐 키키,1
과일이지!,1
음 체리 종류의 하나인데 그게 잘 물르는 성질이 있어서 생으로 먹기는 힘들다는,2
근데 비타민도 그렇고 영양소가 되게 많아서 그냥 그거 하나 먹고 있어 비타민 쪽으로는,2
와 대박 신기하다,1
나는 야채도 싫어하고 과일도 싫어해서 비타민이라도 챙겨 먹으려고 했는데 사다 놓기만 하고 안 먹고 있어 키키,1
어떤 비타민? 비타민 씨? 종합 비타민? 알약?,2
나 처음에는 오메가 먹었는데 2알 먹고 안 먹었고 지금은 그 종합 비타민으로 얼라이브 유명하다고 해서 그거 사다 놓았는데 안 먹고 있어 키키,1
맨날 까먹어!,1
아 그 얼라이브~ 광고도 상큼한 그거~,2
나도 건강식품 집에 되게 많은데 꾸준히 챙겨 먹는 건 몇 개 안 되는 거 같아,2
내 말이 그거 챙겨 먹는 시간에  잠을 10초라도 더 자야함 키키,1
그게 내 건강에  이로움..,1
미용에 잠만큼 좋은 게 없지~,2
하루에 잠 얼마나 자?,2
나 한 3시간에서 4시간 정도 자는 거 같아,1
이러다 금방 죽을 듯,1
원래 권장 수면 시간 6시간이잖아,1
권장 수면 시간은 7시간에서 8시간입니다.,2
무슨 일이야 나 금방 죽겠네,1
건강에 안 좋아 1초씩 수명 줄어드는 느낌,1
나 대학 때 배운 건데 잠 안 자면 몸 속에 유전자에 영향을 미쳐서 수명이 단축된다고 했어,2
나 얼마 전에 당근마켓에서 득탬했다~,1
요즘 당근마켓 진짜 많이 하던데 어떤 거 샀어?,2
나 산 건 아니고 또 고양이 용품이긴 한대,1
어떤 사람이 이거 자기 고양이 안 쓴다고 무료 나눔 한대서,1
야옹이 숨숨집 샀어 키키,1
맞아 무료 나눔도 있다고 들었어,2
그거 진짜 무료야?,2
엉엉엉엉 진짜 무료야,1
언니 한번도 안 해봤어?,1
응 앱은 깔아 놨는데 이용은 안 해봤어,2
근데 그거 좀 불편한 게 있던데,2
응? 어떤 점이?,1
나는 겁나 편하게 썼는데!,1
물건을 검색하기 전에 거래 지역을 선택해야 돼서 그게 좀 불편해 보였어,2
내 지역에는 없는데 다른 지역에 내가 원하는 물건이 있을 수도 있잖아,2
아~ 맞아 맞아,1
그거 진짜 불편하더라,1
다른 지역도 됐으면 좋겠던데 그래서 그거로 무슨 네고왕? 같은 거에서 개발자 찾아갔더라,1
오~ 요즘 광고도 늘고 사람들 진짜 많이 이용해서~,2
틈새시장 제대로 찾은 거 같아 그 사람이,2
내 말이 내 지역이 아니면 거래 제한 되는 것만 아니면 진짜 좋은 데 소소하게 용돈 벌이 정도는 괜찮은 듯!,1
맞아 집에 안 쓰는 건데 새 거 인 거 진짜 많잖아~,2
나 이사 올 때 냉장고 사면서 공기청정기 사은품으로 받았는데 그것도 팔아서 쏠쏠해짐 키키,1
좋은 거 받았네~,2
공기청정기 바꿔야 되는데~,2
그런 건 항상 살 때 고민 돼,2
인터넷으로 살지 대리점에서 살지,2
그래? 나는 공기청정기를 살 생각이 아예 없었어서 키키 오로지 고양이 용품...,1
고양이가 호강 하는구만~,2
난 기계에 관심이 많아  좋아하고 그럼 고양이 관련 용품 살 때는 주로 인터넷으로 사?,2
그런 편이지 아무래도?,1
방송에서 좋다고 하는 건 다 사는 듯 키키,1
요즘 연예인들이 거의 모든 제품을 광고하는 거 같아,2
살 때 연예인들이 광고하는 제품을 사는 편이야?,2
음 연예인이라기 보다는 유튜브지 아무래도?,1
나는  요즘 티비 방송 이런 거 보다 유튜브가 훨씬 재밌더라고,1
그렇네 요즘은 유튜브에서 광고하는 사람도 많고 소개하는 사람도 많고~,2
근데 나는 유튜브 방송에서 광고하는 건 안 사본 거 같아,2
너는 사 봤어?,2
음 아니 키키,1
나는 그 요즘 1인 방송 많이 하잖아,1
유튜브에서 거기서 유명한 사람들이 추천하는 건 좀 사봤어,1
고양이 한청!,1
방송은 요즘에 금쪽같은 내새끼 본다 키키,1
주로 뭘 키우는 거에 관심이 있구나?,2
마음이 따뜻한가보다,2
? 그건 아니고...,1
그냥 사람에 환멸이 난 달까?,1
그리고 금쪽같은 내새끼는 알고리즘에 선택을 받아서 보게 됐는데 계속 보게 되네? 키키,1
그게 관심이 있는 거지~,2
나도 그런 거 보는 거 좋아해,2
특히 애들은 예상이 안 됐었는데 그 방송 진짜 좋더라,2
배울 게 많아,2
그치 키키,1
보면 애들이 잘못한 건 없어...,1
우리 고양이가 그렇게 된 것도 내 잘못인가? 키키,1
나 고양이를 부탁해라고 동물 관련도 보거든 키키,1
아~ 그런 프로그램도 있구나,2
근데 동물 키우는 것도 진짜 관심과 애정 그리고 스킬이 필요해,2
진짜 아무나 못 키워~,2
배워두면 좋을 듯,2
그니까 신기한 프로그램 되게 많아 키키,1
이상한 프로도 많고  제일 짜증나는 프로는 뭐였어? 키키,1
제목은 모르겠고 일반 남녀든 연예인이든 그 데이트 같은 거 하는 프로그램,2
아 맞아 그 짝? 짝 아니야? 키키,1
근데 또 그 옛날 연애편지나 엑스맨은 재밌다?,1
이상하지 키키,1
나도 거기까지는 본 거 같아,2
근데 그 후에는 남녀 연애는 그냥 그들끼리 알아서 하도록 놔뒀으면 하는 바람이 있어,2
다 연기 같아서 진실성이 없는 거 같아,2
너무 해탈한 거 아니야?,1
아 나 기억났어,1
우리 결혼했어요 같아 맞지 크크,1
맞아 장미산장, 짝, 우결, 요즘에 제이티비씨나 티브이엔에서도 그런 프로그램 되게 많이 했어~,2
언니는 영화가 더 좋아 만화가 더 좋아?,1
만화~ 키키,2
사실 영화보다는 드라마를 좋아하는 편이고 둘 중에는 만화가 더 좋네 지금은,2
오~ 막 투니버스에서 하던 그런  만화?,1
응~ 좋아하는 만화가 따로 있기는 함 키키,2
짱구 명탐정 코난 비룡 요런 옛날 것들~,2
너는 어떤 게 좋아?,2
아 뭔지 알 거 같아,1
음 나도  지금은  만화가 더 좋은 거 같아,1
그때 그 시절 만화!,1
알지 디지몬 부르고 하던 거 있잖아 ㅜㅜ,1
그립구만,1
난 포켓몬 세대 키키,2
아 키키 근데 나도  포켓몬 세대긴 해,1
아마 포켓몬 없는 세대는 없을걸,1
하도 포켓몬 오래 해서 키키,1
내 최애 캐릭은 꼬북이였어...,1
언니는 키키,1
나 지금 생각하려고 그 주제가 노래 속으로 부르고 있어~,2
아 주제가 그 피카츄 라이츄 꼬부기 그거?,1
그거 지금 들으면  노래 슬프다?,1
맞아 그 노래 근데 왜 슬퍼?,2
슬프지 않아?,1
아 그건 디지몬인가 안녕 디지몬... 네 꿈을 꾸면서 잠이 들래.. 막 이랬던 거 같은데,1
슬픈가... 아 그때는 어렸는데 생각하니까 슬프긴 하다,2
카드 캡터 체리도 좋아는데 주제곡~,2
근데 지금 생각하니까 카드 캡처 체리 주제곡이 슬프네~,2
만날 수 없어 만나고 싶은데 그런 슬픈 기분인 걸~ 이렇게 시작하는 그 노래,2
아 대박 인정 키키,1
카드 캡터 체리는 못 참지 키키,1
나 진짜 그 오빠에  진심이었다 사랑한다,1
누구 설마 내가 생각하는 오빠는 아니지?,2
그 오빠는 내 거야~ 체리 오빠,2
체리 오빠지 하 천명 오빠?,1
아니야 천명 오빠는 너무 판타지야,1
적당히 현실감이  있어야지,1
근데 아침밥 해주는 오빠라니 오빠 있는 입장에서 어때 말이 돼?  키키,1
천명 오빠는 그 체리가 좋아하는 오빠고 나중에 마법 쓰는 인물..,2
체리 친오빠 도근 오빠인가? 맞나? 그 사람이 좋다구~,2
우리 오빠 해달라고 하면 아침밥 해준다,2
오늘 점심 뭐 먹었어요?,1
음식 딱히 생각이 안 나서 김밥 집 갔어요.,2
언니는 뭐 드셨어요,2
나는 아침에 사온 샌드위치 먹었어요.,1
메뉴 선택 괜찮군요 키키,2
저도 샌드위치 땡기네요 갑자기,2
지하철 역에 있는 빵집이 맛있더라고요 키키,1
아아 아침에 빵 냄새 진동 하잖아요 키키,2
오늘은 샌드위치가 다양해서 고민 많이 했어요 키키,1
거기 맛집인 거 같아요 지하철 맛집 키키,2
퇴근할 때 세일 하는 거 사고 싶은 마음,1
맞아요 퇴근 시간에 세일 하더라고요.,2
오늘 갈 때 한번 봐야지 키키,2
후식 뭐 드셨어요,2
후식은 커피 마시려고 했는데 산책하다 보니 시간이 다가서 못 마셨어요...,1
키키 커피는 늘 함께 하는 거 같아요.,2
저도 아침에 마시던 거 계속.,2
아침에 사온 커피를 너무 빨리 마셨나 봐요 키키,1
아 다 드셨구나 키키,2
저는 아직도 남아있어요 키키,2
아 부럽 키키,1
저는 카누를 타야 되나 말아야 하나.,1
카누 타서 또 충전 해야죠 오후에!,2
요즘 집꾸미기 블로그 나 정보들이 많은 거 같아요!,1
네 저도 인테리어 관심 생겨서 SNS로 보는데 다들 잘 꾸며 놓더라고요 키키,2
태그까지 걸어서 해주니까 구경하기도 편하고 키키,1
가격도 다 나오지 않아요?,2
맞아요! 요즘 침대를 계속 보고 있는 거 같아요.,1
오 매트리스랑 요즘 프레임도 다양하던데 둘 다 보고 있어요?,2
집이 원룸이어서 벙커 침대를 찾아보고 있어요 키키,1
아 벙커 침대! 뭔가 괜찮을 거 같아요 공간 활용되고,2
성인이 쓰는 거는 좀 튼튼해야 할 거 찾아보고 있는데 해외 배송이...,1
해외 배송 키키 오래 걸리기도 하고 ㅠㅠ,2
집은 월세 전세?,2
지금은 월세에요 키키 아파트이긴 한데,1
오 아파트!,2
저도 월세 ㅠㅠ 요즘 집값 장난 아니라 정말 서울은,2
그나마 외곽이라 평수에 비해 월세가 저렴한 거 같아요.,1
아 약간 그렇게 빠져야 좋더라고요.,2
저도 다음에 집 구할 때는 좀 더 부동산을 알아봐야겠어요.,2
요즘 어플 잘 되어 있어서 많이 알아볼 수 있어서 좋더라고요.,1
네네 근데 허위에 속음 안 돼요.,2
요즘 주말에 차 너무 막히지 않아요?,1
아 차 많이 막혀요?,2
지하철로만 이용해서 저는...,2
관광지랑 연결되어 있는 도로에 들어서면 거의 주차장이에요...,1
헐 그 정도는 운전대 잡기 힘들잖아요.,2
자동차 있으세요?,2
네네 작년쯤에 중고로 구매했어요 키키,1
저는 고향에 두고 왔어요 키키,2
헙 키키,1
그러면 다른 가족 분이 타시는 건가요?,1
네 사촌 동생한테 잠시 맡겨두고 키키,2
여기서는 대중교통이 최고인 거 같아요,2
맞아요... 저도 있기만 있지 집에 세워두고 지하철로 출퇴근 키키,1
키키 지하철이 진짜 어디든 다 가니까 버스도 더워서 기다리는 거 싫어요.,2
버스는 시간적 여유가 있을 때와 날씨가 좋을 때 키키,1
아 진짜 그 선선할 때 이용하면 되겠는데요.,2
창 밖 보면서 좀 멀리 돌아가도 좋은 거 같아요.,1
키키 창 밖을 괜히 많이 보게 돼요.,2
버스 타면 직장까지는 거리가 멀어서 힘들겠어요,2
버스는 진짜 엄두를 못 내겠어요. 정류장도 멀고 해서,1
그렇죠 자차면 더 편하긴 한데 ㅠㅠ,2
요즘에 코로나 때문에 회식은 아예 안 하는 거 같죠?,1
네네 요즘 아무래도 시국이 그러니까.,2
그리고 회식은 좀 안 해도 될 거 같은데 말이에요.,2
그러니까요...,1
이전에도 싫었는데 코로나를 뚫고 하는 곳도 있더라고요.,1
그렇게까지 하고 싶은지 집에 가서 가족이랑 보내지 키키,2
직장 생활 어때요 요즘,2
하... 오늘 좀 많이 진정이 안 돼서... 이마에 빠직 표시가 났어요.,1
키키 아 키키 빠직 어떡해,2
업무가 많이 힘드시군요 요즘,2
뭔가 수월하지 않은 거 같아요.,1
회사마다 적응기가 필요하더라고요.,2
들어갈 때마다 스펙을 중요시 하는 곳도 많지 않아요?,2
맞아요...,1
요즘에는 자격증 이런 것도 기본으로 생각하는 곳도 많더라고요.,1
네 그래서 계속 준비하게 되는 것 같아요.,2
언제까지 준비해야 하나 키키,2
정년이 되어서야?,1
하기야 요즘은 정년도 없더라고요...,1
그런 거 같아요. 급여나 좀 더 올랐으면 매달 하는 고민,2
진짜로요... 연봉 협상 이런 거 하고 싶은,1
어느 정도 자리 잡히는 곳 가게 되면 하게 되겠죠?,2
업무나 복지가 정말 좋은 곳이었으면 좋겠어요...,1
복지가 중요한 거 같아요 진짜,2
군대에서 코로나 확진이 많이 난 거 같더라고요. 청해 부대?,1
아 본 거 같아요. 군대에서 단체 생활하면 더 조심해야 하는데,2
배에서 생활하면 동선도 다 같이 겹쳤을 텐데... 장병들만 불쌍,1
그렇죠. 대부분 걸렸던데...,2
다들 걸리고 싶어서 그런 것도 아니고 ㅠㅠ,2
최근에 공군 사건도 보셨죠?,2
맞아요...,1
아 블랙박스 녹취된 거 듣는데 진짜. 아...,1
헙 들었어요?,2
저는 듣지는 못했는데 그냥 상상만 해도 너무 마음 아프더라고요.,2
계속 거부하고 그러는 데도. 내려서도 따라 가도 진짜... 이,1
진짜 군대에서 그런 일이 아예 없지는 않을 거 같기는 했는데 현실이 그렇다니 참... 욕이,2
생각보다 밖으로 알려지지 않는 사건들이 많다고 하더라고요.,1
맞아요. 묻히는 사건도 어마 어마 하겠죠 위에서 쉬쉬하는 거니까?,2
맞아요. 사망 사건 같은 것도 의문사가 많기도 한다고 TV에서 본 거 같아요.,1
의문사는 정말 의문사일지 의문이네요...,2
군대 생활이 편하지도 않을 텐데,2
장병들을 진짜 부품 취급하는 거 같아요...,1
위에 싹 바뀌어야 하는 거 아닌가 하...,2
그렇지 않은 사람도 있을 거니까... 이건 사람의 문제겠죠?,2
맞아요...,1
어느 집단이든 위에서 중간 관리자까지 문제가 많아요.,1
맞아요 조직이 그런 곳이 많은 것 같아요.,2
학생 때 기억나는 담임이나 과목 선생님 계세요?,1
음 고3 때 담임쌤이요 키키 별명이 엔젤이었는데,2
엔젤이요?,1
